review_number,username,ratings,purchase_date,item_variation,location,review_content,has_image,subreview_sub 0_category,subreview_sub 0_content,subreview_sub 1_category,subreview_sub 1_content,subreview_sub 2_category,subreview_sub 2_content,original_file,original_review_key
14409,s*****e,5,2024-12-15 11:43,Variation: Stew,,Very fast delivery and it was safely packed. Thanks seller!,True,,,,,,,results7.json,review 2411
14410,a*****i,5,2022-04-10 23:07,Variation: Jjajang,,cukup murah bagu saya...terima kasih saya beli ya,True,Taste, sedap,Quality, terbaik,,,results7.json,review 2412
14411,t*****i,5,2021-11-12 15:37,Variation: Carbonara,,"Alhamdulillah semua sampai dalam keadaan Baik,  parcel pun dibungkus elok.",True,,,,,,,results7.json,review 2413
14412,diyannahismaill,5,2021-05-06 22:31,Variation: Yukgaejang (Soup),,Terbaikkk.... tak sabar nak makan hehe fast delivery good seller ,True,,,,,,,results7.json,review 2414
14413,l*****e,5,2021-04-16 13:59,,,Items arrived safely. Fast delivery. Will buy again after this.🙂,True,,,,,,,results7.json,review 2415
14414,mimiqaqaa,5,2021-12-05 15:08,Variation: Stew,,Safely arrived. Semua cukup as ordered. Harga pun murah je.,True,,,,,,,results7.json,review 2416
14415,s*****n,5,2024-03-05 19:46,Variation: Carbonara,,"fast delivery
product received in good condition
thank you seller",True,,,,,,,results7.json,review 2417
14416,naimzarudin,5,2024-01-19 21:07,Variation: Cheese,,"packaging smua okay , fast delivery. thankyou",True,Quality, good product quality,,,,,results7.json,review 2418
14417,n*****l,5,2024-07-08 04:44,Variation: Cheese,,Seller pack very nice. Best dpt beli loose item,True,Taste, sedap,,,,,results7.json,review 2419
14418,a*****0,2,2023-12-15 12:22,Variation: 2X Spicy,,"Dapat yg patah patah 1 .Patah teruk . Pengeposan laju, semua cukup tak kurang tak lebih. Tp itulaaa yg patah tu bukan sbb curier. Memang dr kedai patah ni. Yg lain smua okay. Trikh expired pun plg awl bulan 2 2024. Dpt  dalam kotak, xde bubble wrap",True,,,,,,,results7.json,review 2420
14419,s*****a,5,2021-09-11 23:55,Variation: Carbonara,,The delivery was fast! But unfortunately the ramen ada sikit hancur maybe because the jnt or the courier campak campak but overall is ok. Thanks,True,,,,,,,results7.json,review 2421
14420,b*****k,5,2021-01-20 12:30,,,"Parcel dah sampai. Penghantaran agak lambat sikit mungkin sebab faktor PKP. Semua barang yang beli cukup je. Seller pun ramah, haritu sempat cancel order sebab masalah peribadi dan seller approved cancel order tanpa marah marah or what. Terima kasih atas servis yang baik.",True,,,,,,,results7.json,review 2422
14421,i*****n,5,2021-09-12 18:03,Variation: Add box utk 5-8 pack,,"thank you seller , semuaaaa baik . barang cepat sampai, samyang elokkkkk , very manthiap ! thank you veli muchhhh ! <3",True,,,,,,,results7.json,review 2423
14422,l*****a,5,2020-09-30 22:46,Variation: Carbonara,,Very satisfied 👍🏻👍🏻👍🏻👍🏻 dah banyak kali sangat repeatt service cepat order je malam esok terus post 2hari dah sampai 😊😊,True,,,,,,,results7.json,review 2424
14423,n*****n,5,2021-02-02 17:08,Variation: Jjajang,,"Finally sampai jugak 🥴 barang lambat sikit post tapi takpela faham cust bukan sorang dua. Ramen dalam keadaan baik, cuma adelah satu tu hancur sikit tapi overall okay je ✊🏼✨ oh and expired date pun lambat lagi sooo ha bagus bagus",True,,,,,,,results7.json,review 2425
14424,shirylinong,4,2022-12-26 15:14,,,Okey je cuma mee hncur disbbkan orng tikam2 kot..1 minggu bru smpai ke sya..yg lain semua oky..,True,Taste, yummy,Quality, 4/5,,,results7.json,review 2426
14425,f*****a,5,2021-05-12 15:34,Variation: Stew,,"post laju weh, ramen carbonara tak hancur langsung, stew mcm hancur sikit tp okayyy je, recommended sbb murah gila!!! ",True,,,,,,,results7.json,review 2427
14426,a*****i,5,2022-09-11 23:19,Variation: Jjajang,,"wrap up nicely👍 the price also quite cheap rather than others, surely will buy this again!😄",True,,,,,,,results7.json,review 2428
14427,jules3998,5,2023-11-03 17:41,Variation: Seafood (Soup),,Item received in order and delivery time as expected. Thanks seller hope you sell plenty cheers,True,Quality, ok,Taste, ok,,,results7.json,review 2429
14428,nurainnnnnn12,5,2021-11-28 13:17,Variation: Ramen Soup (Spicy),,SUMPAH SEDAP rasa mcm ramen kat family mart delivery pun cepat mantop ah seller,True,,,,,,,results7.json,review 2430
14429,t*****b,5,2022-06-04 14:26,Variation: Quattro Cheese,,penghantaran lambat . balut double bubble wrap memang bagus .,True,Taste, sedap,Quality, ada yang pecah maggie but okey jur,,,results7.json,review 2431
14430,a*****0,5,2025-04-20 19:26,Variation: Cheese,,Ramen elok tak pecah dan kuantiti cukup dari apa yang order boleh beli lagi,True,,,,,,,results7.json,review 2432
14431,ifah_afifahlazim,5,2022-07-24 13:40,Variation: Quattro Cheese,,"Brg smpai dgn baik..x pecah x rosak…harga murah👍 
Tq seller bg free gift yg biru tu..☺️",True,,,,,,,results7.json,review 2433
14432,ezyana8249,4,2024-01-27 07:07,Variation: Spicy Bowl,,Barang sampai dah kemek walaupun dah bubble wrap. Produk yang macam ni seller should be guna kotak untuk pos. Bagi produk bungkusan ok je. Tiada yang rosak. Terima kasih seller.,True,Taste, not try yet,Quality, not try yet,,,results7.json,review 2434
14433,,5,2022-06-25 18:07,Variation: Quattro Cheese,,barang sampai dlam keadaan yg baik cuma ship out tu lama sikit kena tunggu 2 hri,True,,,,,,,results7.json,review 2435
14434,dhia6266,5,2024-02-09 14:45,Variation: Spicy Bowl,,"Order 6.2
Received 9.2.24 ✅

Grab masa Hos tgh buat live dpt voucher diskaun rm15. jimatt banyak ‼️😉
Anak suka sangat yg pedas nie. Murah dan  Recomended 💯  Nanti bole repeat order lagi",True,Taste, Pedas berapi,Quality, OK,,,results7.json,review 2436
14435,my9201_23636,5,2023-10-17 14:15,Variation: Seafood (Soup),,"Packed with bubble bag although buy loose pack, but the noodle still hancur",True,Quality, ok,Taste, ok,,,results7.json,review 2437
14436,ctkama,5,2021-05-06 21:26,Variation: Seafood (Soup),,"delivery a bit slow....btw, thankkkkk youuuu sooo much seller.......received parcel with gooooood condition......",True,,,,,,,results7.json,review 2438
14437,w*****c,5,2021-04-05 16:28,Variation: Stew,,"Seller post out barang cepat. Packaging pun okay, takde barang hancur 👍🏻👍🏻",True,,,,,,,results7.json,review 2439
14438,m*****n,5,2021-05-08 18:14,Variation: Carbonara,,The items are in good condition. Fast delivery from seller as well.,True,,,,,,,results7.json,review 2440
14439,y*****6,5,2021-06-10 19:46,Variation: Stew,,"penghantaran laju , ramen pun okay je tkde yg pecah . terbaik",True,,,,,,,results7.json,review 2441
14440,miaaa02._,5,2022-01-06 15:44,Variation: Cream Carbo,,Tapi ramen carbonara tu banyak yang hancur😌😌😌,True,Quality, bungkusan okay wrap tebal👍,,,,,results7.json,review 2442
14441,f*****5,5,2023-03-07 09:00,Variation: Quattro Cheese,,Semua sedap. Harga murah dari seller ni. Creamy carbonara kurang pedas,True,,,,,,,results7.json,review 2443
14442,najwafaudzhi19,5,2021-08-01 22:27,Variation: Ramen (Soup),,"Terbaiklah .. .. barang okay 👍👍👍👍
Penghantaran pantas  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍terbaik terbaik 👍👍👍👍👍👍👍👍♥️♥️♥️♥️♥️♥️♥️♥️♥️",True,,,,,,,results7.json,review 2444
14443,c*****_,5,2024-11-01 17:07,Variation: Cheese Bowl,,suka ada free chopstick kalau bowl ni! thanks seller,True,Quality, good,Taste, cheese,,,results7.json,review 2445
14444,3*****f,5,2021-05-31 16:29,,,"Delivery a bit slow.
Received in good condition.
Thanks seller.",True,,,,,,,results7.json,review 2446
14445,a*****k,5,2021-11-27 16:03,Variation: Carbonara,,Barang sampai dengan selamat..dibubble wrap..order semalam..sampai hari ni..my febret is ramen..harga mur2 dari kedai biasa,True,,,,,,,results7.json,review 2447
14446,z*****9,3,2023-10-19 22:16,Variation: Spicy,,First time beli kat sini dapat yg mi hancur even tak opt yg hancur. Tapi warna hitam je yg lain elok je.,True,,,,,,,results7.json,review 2448
14447,muhammadadarif,5,2021-09-19 13:40,Variation: Cream Carbo,,ok... cpt penghantaran dr seller n jnt. item byk yg hancur2 smpai.... harap xda yg meletip dkt dlm..,True,,,,,,,results7.json,review 2449
14448,a*****h,5,2023-02-18 22:54,Variation: Jjajang,,bought this during flash sale worth 4.33 so worth it,True,Taste, sedap preferred cheese>,Quality, bubble wrapped oke la,,,results7.json,review 2450
14449,h*****4,5,2023-09-30 21:51,Variation: Quattro Cheese,,"Bilangan order cukup, tp service seller ni jauh panggang dari apa, byak nk kena improve. Packaging teruk main bantai jer guna kotak yg ada, post out lambat gila, padahal masa dlm live ckap terus pos esknya. Order 25 ogos, 28 ogos baru pos, itu pun lepas dm seller",True,Taste, sedap,Quality, ok,,,results7.json,review 2451
14450,s*****f,5,2024-10-27 18:59,Variation: 2X Spicy,,"Don't you want me like I want you, baby?
Don't you need me like I need you now?
Sleep tomorrow, but tonight, go crazy
All you gotta do is just meet me at the",True,Quality, Okay,Taste, Okay,,,results7.json,review 2452
14451,syuhadanasuha_02,5,2021-06-14 11:30,Variation: Seafood (Soup),,saller bagus layan orang tanya pos lambat cikit tapi xpe sebab saller bagitau ade banyak order,True,,,,,,,results7.json,review 2453
14452,f*****4,3,2021-05-20 18:43,,,Harap sangat seller dapat improve cara packing barang such as byk kan sikit bubble wrap dan ataupun letak sticker fragile. Bubble wrap 1 lapisan je so banyak sangat yang dah pecah2 ramen dia haih. Semua yg saya beli ni ada pecah2 samada byk atau sikit je. Shipped out one day after beli so not bad.,True,,,,,,,results7.json,review 2454
14453,,5,2022-01-15 03:56,Variation: Cream Carbo,,penghantaran laju ..bungkusan smua okey bubble wrap smua.. rse mcm biase x de apa 👍🏼⭐,True,,,,,,,results7.json,review 2455
14454,batukapur92,5,2022-11-15 21:18,Variation: Chacharoni,,Murah n secure packaging.... Penghantaran pantas n tak sabo nk makang,True,,,,,,,results7.json,review 2456
14455,a*****4,3,2021-10-14 17:31,Variation: Cream Carbo,,Sedihh sebab ada satu ramen patah dua + hancur sebab wrap tebal sebelah sahaja as you can see in the video and the picture. Yang lain semua okayy harap seller dapat improve lagi wrapping bagi sama tebal and lebih secure 👍🏻 Shipping took 3 days after payment to arrive.,True,,,,,,,results7.json,review 2457
14456,a*****6,5,2020-11-08 18:35,Variation: Carbonara,,"Harga okay, cuma kalau nak beli tak recommend gunakan POSLAJU sebab lembab nak mamp*s",True,,,,,,,results7.json,review 2458
14457,a*****m,5,2022-04-24 10:41,Variation: Cream Carbo,,first time try the jjajang one and I LOVE IT!! yang lain pun sedap. ish senang kata semua sedap thank you seller.,True,Quality, high quality,Taste, yummy,,,results7.json,review 2459
14458,im_tiqa534,5,2021-10-28 16:55,Variation: Ramen Soup (Spicy),,"Very very good service by the seller, ship on time and packaging in a good condition and so far everything is good. Thank you",True,,,,,,,results7.json,review 2460
14459,k*****5,5,2023-09-22 14:02,Variation: Cream Carbo,,Alhamdulillah pembungkusan ok. Semua ok. Tq seller,True,Quality, ok,Taste, sedap pedas,,,results7.json,review 2461
14460,z*****a,5,2022-05-29 00:55,,,so far okay laa tak cpt sngt tk lambt sngt hrga murah kt sini sape nk beli meh borong dngn seller ni😆 so far semuanya okay😃👍🏻,True,,,,,,,results7.json,review 2462
14461,fatehah20,5,2022-08-17 15:59,Variation: Jjajang,,"Tak pecah, delivery kinda fast.. Thank youuuuu.. Even im sad ad satu barang tak dapat dia ditukar dgn benda lain😢",True,Taste, Samyang la,Quality, Good,,,results7.json,review 2463
14462,shay2677,5,2022-04-14 17:25,Variation: Carbonara,,standby kalau terlambat bangun sahur,True,Taste, pedas sikit dari creamy. saja nak rasa. sedap juga.,Quality, kualiti terbaik dengan pembungkusan yg baik.,,,results7.json,review 2464
14463,n*****1,5,2021-06-12 13:33,,,Barang sampai dalam keadaan baik setelah 6 hari menunggu ... Yang pasti delivery by jnt mmg laju .. cuma ship out je lambat ... Maybe sbb pkp nie lah kot en .. so far oke je ..,True,,,,,,,results7.json,review 2465
14464,nabilahumaira96,5,2021-11-30 20:48,Variation: Seafood (Soup),,"Alhamdulillah brng dh smpai dgn selamat, TQ seller.. x hncur sbb dk dlm kotk.. pnghntran laju jgak , tQ k",True,,,,,,,results7.json,review 2466
14465,,5,2021-05-28 15:49,Variation: Stew,,"Fast delivery, good packaging but my stew ramen is mostly crack but nevermind, i just Craving for the samyang stew and trying the new flavor, cream carbonara, hopefully the taste is good as the carbonara",True,,,,,,,results7.json,review 2467
14466,a*****6,5,2021-10-21 17:02,Variation: Cream Carbo,,"Penghantaran yg cepat , veryy good service ✨✨✨✨✨ beli online sbb tngh kuarantin, craving satisfied 🍽️🤪",True,,,,,,,results7.json,review 2468
14467,n*****l,5,2021-01-21 17:10,Variation: Jjajang,,"Packaging well packed.. thank you seller ,  item okay, selamat sampai, cukup, tiada masalah..",True,,,,,,,results7.json,review 2469
14468,u*****i,5,2022-02-09 16:23,Variation: Add box utk 5-8 pack,,Barang sampai dlm keadaan baik dan sempurna.. bungkusan kemas...tp penghantaran lambat sedikit... thanks seller...,True,,,,,,,results7.json,review 2470
14469,sitihajar1398,5,2021-11-23 13:07,Variation: 2X Spicy,,"Dah sampai, seller ship pun laju. Cuma yg loose ni mcm hancur sikit. Huhuhuhu",True,,,,,,,results7.json,review 2471
14470,n*****a,5,2020-12-16 17:17,Variation: Seafood (Soup),,"Beli masa 12.12, penghantaran laju..ni dah dua kali repeat...barang sampai dgn baik juga",True,,,,,,,results7.json,review 2472
14471,izyanizyani,5,2022-03-20 02:14,Variation: Quattro Cheese,,Thank you ... nanti saya repeat 😍,True,Taste, sedap,Quality, cara bungkusan penghantaran yang bagus,,,results7.json,review 2473
14472,farhanaa._,5,2021-05-11 15:10,Variation: Jjajang,,Seller send out laju❤.. Jnt pantas mcm biasa👍🏻.. Semua cukup.. Best beli mcm ni sbb dpat mix mcm² jenis😍.. N biasanya lagi mahal drpd paket besar.. Tapi kedai ni still murah❤❤❤ ,True,,,,,,,results7.json,review 2474
14473,eynahaneyna,5,2023-12-22 11:19,Variation: Habanero Lime,,Tq seller murah beli kat cini.Hanebero sedap tau.Klini try yksoba pulak.terima kasih seller cepat je respond.,True,Quality, ok,Taste, ok,,,results7.json,review 2475
14474,faizalmithali,5,2022-06-09 16:26,Variation: Seafood (Soup),,Thanks seller the product is awesome. Fast shipping and affordable price. Recommended.,True,,,,,,,results7.json,review 2476
14475,,5,2021-10-10 10:53,Variation: Jjajang,,Items received correctly. good product and fast delivery thank you seller,True,,,,,,,results7.json,review 2477
14476,a*****n,5,2021-06-21 14:02,Variation: Seafood (Soup),,Thank you seller.. fast shipping.. item received with no damages..,True,,,,,,,results7.json,review 2478
14477,n*****0,5,2022-03-18 15:46,Variation: Stew,,"Its hard to find this on supermarket now, thankful i found this very good owner who sell this 😍 thank for the bubble wrap that keep my ramen safe..",True,Taste, good,,,,,results7.json,review 2479
14478,n*****4,1,2022-07-27 23:23,Variation: Stew,,ambil masa sebulan lebih nak smpai. Lepas dah smpai hancur pulak. pastu nk refund taknak terima. memang sangat2 teruk. menyesal beli kat seller ni. Ini last la beli kt kedai ni. Sumpah taknak beli dah. (tak boleh mencarut nanti shopee padam plk review ni),True,Taste, Pedas smpai sakit perut,Quality, teruk,,,results7.json,review 2480
14479,m*****c,5,2021-05-21 16:24,Variation: Ramen (Soup),,"Items well packed and arrived in good condition. 2 packs stated as 03.2022 expiry in store but seller gave 04.2022 stocks, thumbs up! ",True,,,,,,,results7.json,review 2481
14480,k*****9,5,2024-01-05 20:29,Variation: Habanero Lime,,"Sebebarnya tak sabar saya menunggu untuk makan, sambil makan sambil layan drama. Lagi² byk assignment kena siapkan. Terima kasih seller.",True,Taste, Delicious,Quality, Good,,,results7.json,review 2482
14481,h*****r,5,2022-09-13 11:28,Variation: Carbonara,,"Very good very good niice product just like description worth every penny, courier okay la buat job overall semua okay",True,Taste, good,Quality, nice,,,results7.json,review 2483
14482,littleeemee_,5,2022-04-20 18:05,Variation: Ramen (Soup),,tetiba craving time bulan puasa nak makan ramen so kita beli la nanti malam boleh makan love it thank you,True,Taste, good,Quality, good,,,results7.json,review 2484
14483,a*****i,5,2024-03-11 21:28,Variation: Cream Carbo,,Ramen yang ni ditambah untuk mendaptkan baucer. Dua2 sedap. Sapa yang baru nak cuba boleh ambil yang loose macam ni.,True,Taste, best,Quality, good,,,results7.json,review 2485
14484,clachris,5,2020-10-26 15:19,,,"Received in good condition and the product is wrap nicely. Although, the noodles have some broken place. can hear the sound in the video but still good cuz it's very normal for noodles being broken especially when need to deliver ",True,,,,,,,results7.json,review 2486
14485,a*****a,5,2023-01-27 13:13,Variation: Quattro Cheese,,"Parcel smpai within 3 days je. Parcel dibalut kemas dengan bubble wrap yang tebal, sangat secure Dan semua item cukup. Memang terbaik.",True,,,,,,,results7.json,review 2487
14486,notsyura,5,2022-10-13 14:36,Variation: Cream Carbo,,Item received cukup puas hati ni banyak kali repeat with this seller thankyou for free gift!,True,Taste, creamy not that spicy nice,,,,,results7.json,review 2488
